row_index,timestamp,model_type,model_name,original_symptoms,original_diagnosis,original_diagnosis_label,forward_prompt,forward_response,predicted_diagnosis,forward_accuracy,backward_prompt,backward_response,predicted_symptoms,symptom_overlap_count,symptom_overlap_ratio,symptom_precision,symptom_recall,symptom_f1,matched_symptoms,causal_consistency_score,reverse_consistent,consistency_category
45,2025-12-16T16:02:10.802611,gemma,google/gemma-2b-it,"[""itching"", ""skin rash"", ""fatigue"", ""lethargy"", ""high fever"", ""headache"", ""loss of appetite"", ""mild fever"", ""swelled lymph nodes"", ""malaise"", ""red spots over body""]",chicken pox,193,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is **Lyme disease**.,Lyme disease,0.0,"What are the common symptoms of Lyme disease?

List the symptoms as a comma-separated list.","Lyme disease is a vector-borne illness caused by the bite of an infected tick. It is prevalent in areas with ticks, such as wooded areas, grassy areas, and forests.

**Common symptoms of Lyme disease include:**

- Fever
- Headache
- Muscle aches
- Fatigue
- Joint pain
- Swollen lymph nodes
- Red or swollen skin rash
- Arthritis
- Neurological symptoms, such as meningitis, encephalitis, and facial palsy

Disclaimer: The information provided is intended for general knowledge and informational purposes only, and does not constitute medical advice. It is essential to consult with a qualified healthcare professional for any health concerns or before making any decisions related to your health or treatment.","[""Fever"", ""Headache"", ""Muscle aches"", ""Fatigue"", ""Joint pain"", ""Swollen lymph nodes"", ""Red or swollen skin rash"", ""Arthritis"", ""Neurological symptoms""]",3,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.3,"[""fatigue"", ""headache"", ""swelled lymph nodes""]",0.3,False,Unstable reasoning
46,2025-12-16T16:02:14.525716,gemma,google/gemma-2b-it,"[""vomiting"", ""fatigue"", ""anxiety"", ""sweating"", ""headache"", ""nausea"", ""blurred and distorted vision"", ""excessive hunger"", ""drying and tingling lips"", ""slurred speech"", ""irritability"", ""palpitations""]",hypoglycemia,504,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is **COVID-19** (coronavirus disease 2019).,COVID,0.0,"What are the common symptoms of COVID?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of COVID:

- Fever
- Cough
- Shortness of breath
- Fatigue
- Muscle and joint pain
- Headache
- Sore throat
- Loss of taste or smell
- Diarrhea
- Nausea and vomiting
- Loss of appetite
- Chills and sweats
- Body aches","[""Fever"", ""Cough"", ""Shortness of breath"", ""Fatigue"", ""Muscle and joint pain"", ""Headache"", ""Sore throat"", ""Loss of taste or smell"", ""Diarrhea"", ""Nausea and vomiting"", ""Loss of appetite"", ""Chills and sweats"", ""Body aches""]",2,0.16666666666666666,0.15384615384615385,0.16666666666666666,0.16,"[""fatigue"", ""headache""]",0.16,False,Unstable reasoning
47,2025-12-16T16:02:18.432411,gemma,google/gemma-2b-it,"[""continuous sneezing"", ""shivering"", ""chills"", ""watering from eyes""]",allergy,35,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: continuous sneezing, shivering, chills, watering from eyes

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is influenza.,most likely medical diagnosis for the patient with these symptoms is influenza,0.0,"What are the common symptoms of most likely medical diagnosis for the patient with these symptoms is influenza?

List the symptoms as a comma-separated list.","**Symptoms:**

* Fever
* Sore throat
* Cough
* Headache
* Muscle aches
* Fatigue
* Chills
* Body aches

**Answer:**

The common symptoms of most likely medical diagnosis for the patient with these symptoms is influenza.

**Disclaimer:**

The information provided is intended for general knowledge and informational purposes only, and does not constitute medical advice. It is essential to consult with a qualified healthcare professional for any health concerns or before making any decisions related to your health or treatment.","[""Fever"", ""Sore throat"", ""Cough"", ""Headache"", ""Muscle aches"", ""Fatigue"", ""Chills"", ""Body aches""]",1,0.25,0.125,0.25,0.16666666666666666,"[""chills""]",0.16666666666666666,False,Unstable reasoning
48,2025-12-16T16:02:21.191028,gemma,google/gemma-2b-it,"[""hemangioma may present birth"", "" first months life"", "" starts flat red mark body"", "" face"", "" scalp"", "" chest back"", "" child only mark"", "" children may one"", "" they're part multiple birth"", "" child's first year"", "" red mark grows rapidly spongy"", "" rubbery-looking bump sticks skin"", "" hemangioma enters rest phase and"", "" eventually"", "" begins slowly disappear"", "" hemangiomas disappear age 5"", "" age 10"", "" skin may slightly discolored raised hemangioma goes away"", """"]",hemangioma,457,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: hemangioma may present birth, first months life, starts flat red mark body, face, scalp, chest back, child only mark, children may one, they're part multiple birth, child's first year, red mark grows rapidly spongy, rubbery-looking bump sticks skin, hemangioma enters rest phase and, eventually, begins slowly disappear, hemangiomas disappear age 5, age 10, skin may slightly discolored raised hemangioma goes away

Provide only the diagnosis name.",The most likely medical diagnosis for this patient is hemangioma.,most likely medical diagnosis for this patient is hemangioma,1.0,"What are the common symptoms of most likely medical diagnosis for this patient is hemangioma?

List the symptoms as a comma-separated list.","Sure, here's the answer:

The common symptoms of most likely medical diagnosis for this patient are:

- Red or purple discoloration of the skin
- Swelling
- Pain
- Firmness or hardness of the skin
- Irregular borders or shape of the lesion","[""Red or purple discoloration of the skin"", ""Swelling"", ""Pain"", ""Firmness or hardness of the skin"", ""Irregular borders or shape of the lesion""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Causal failure
50,2025-12-16T16:02:24.929153,gemma,google/gemma-2b-it,"[""i've headache"", "" chest pain"", "" dizziness"", "" trouble concentrating"", """"]",hypertension,500,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: i've headache, chest pain, dizziness, trouble concentrating

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is a brain tumor.,most likely medical diagnosis for these symptoms is a brain tumor,0.0,"What are the common symptoms of most likely medical diagnosis for these symptoms is a brain tumor?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for these symptoms are:

- Seizures
- Headaches
- Nausea and vomiting
- Weakness
- Difficulty concentrating
- Speech problems
- Vision problems
- Seizures
- Weakness
- Difficulty concentrating
- Speech problems
- Vision problems","[""Seizures"", ""Headaches"", ""Nausea and vomiting"", ""Weakness"", ""Difficulty concentrating"", ""Speech problems"", ""Vision problems"", ""Seizures"", ""Weakness"", ""Difficulty concentrating"", ""Speech problems"", ""Vision problems""]",1,0.25,0.08333333333333333,0.25,0.125,"[""trouble concentrating""]",0.125,False,Unstable reasoning
51,2025-12-16T16:02:30.083603,gemma,google/gemma-2b-it,"[""allergy symptoms"", "" depend substance involved"", "" can affect airways"", "" sinuses nasal passages"", "" skin"", "" digestive system"", "" allergic reactions can range mild severe"", "" severe cases"", "" allergies can trigger life-threatening reaction known anaphylaxis"", "" hay fever"", "" called allergic rhinitis"", "" can cause: hay fever"", ""  sneezing itching nose"", "" eyes roof mouth runny"", "" stuffy nose watery"", "" red swollen eyes (conjunctivitis)  food allergy can cause: food allergy  tingling mouth swelling lips"", "" tongue"", "" face throat hives anaphylaxis  insect sting allergy can cause: insect sting allergy  large area swelling (edema) sting site itching hives body cough"", "" chest tightness"", "" wheezing shortness breath anaphylaxis  drug allergy can cause: drug allergy  hives itchy skin rash facial swelling wheezing anaphylaxis  atopic dermatitis"", "" allergic skin condition called eczema"", "" can cause skin to: atopic dermatitis"", ""  itch redden flake peel  anaphylaxis types allergies"", "" including allergies foods insect stings"", "" can trigger severe reaction known anaphylaxis"", "" life-threatening medical emergency"", "" anaphylaxis can cause shock"", "" signs symptoms anaphylaxis include:  loss consciousness drop blood pressure severe shortness breath skin rash lightheadedness rapid"", "" weak pulse nausea vomiting ""]",allergies,34,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: allergy symptoms, depend substance involved, can affect airways, sinuses nasal passages, skin, digestive system, allergic reactions can range mild severe, severe cases, allergies can trigger life-threatening reaction known anaphylaxis, hay fever, called allergic rhinitis, can cause: hay fever, sneezing itching nose, eyes roof mouth runny, stuffy nose watery, red swollen eyes (conjunctivitis)  food allergy can cause: food allergy  tingling mouth swelling lips, tongue, face throat hives anaphylaxis  insect sting allergy can cause: insect sting allergy  large area swelling (edema) sting site itching hives body cough, chest tightness, wheezing shortness breath anaphylaxis  drug allergy can cause: drug allergy  hives itchy skin rash facial swelling wheezing anaphylaxis  atopic dermatitis, allergic skin condition called eczema, can cause skin to: atopic dermatitis, itch redden flake peel  anaphylaxis types allergies, including allergies foods insect stings, can trigger severe reaction known anaphylaxis, life-threatening medical emergency, anaphylaxis can cause shock, signs symptoms anaphylaxis include:  loss consciousness drop blood pressure severe shortness breath skin rash lightheadedness rapid, weak pulse nausea vomiting

Provide only the diagnosis name.",The most likely medical diagnosis for this patient is anaphylaxis.,most likely medical diagnosis for this patient is anaphylaxis,0.0,"What are the common symptoms of most likely medical diagnosis for this patient is anaphylaxis?

List the symptoms as a comma-separated list.","Anaphylaxis is a medical emergency that requires immediate attention. Symptoms of anaphylaxis include:

- Swelling of the face, lips, tongue, and eyes
- Hives or rashes on the face, neck, arms, and legs
- Difficulty breathing
- Dizziness or fainting
- Nausea and vomiting
- Abdominal pain
- Seizures
- Loss of consciousness

Disclaimer: I am not a medical professional and cannot provide medical advice. If you have concerns about your health, please consult a healthcare professional.","[""Swelling of the face"", ""Hives or rashes on the face"", ""Difficulty breathing"", ""Dizziness or fainting"", ""Nausea and vomiting"", ""Abdominal pain"", ""Seizures"", ""Loss of consciousness""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
53,2025-12-16T16:02:33.765273,gemma,google/gemma-2b-it,"[""vomiting"", ""sunken eyes"", ""diarrhoea""]",gastroenteritis,402,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: vomiting, sunken eyes, diarrhoea

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is **Gastroenteritis**.,Gastroenteritis,1.0,"What are the common symptoms of Gastroenteritis?

List the symptoms as a comma-separated list.","Common symptoms of Gastroenteritis include:

- Abdominal pain
- Diarrhea
- Vomiting
- Fever
- Chills
- Muscle aches
- Headache
- Loss of appetite
- Weight loss

Gastroenteritis is a medical condition caused by viruses, bacteria, or parasites. It is a common illness that can affect people of all ages.","[""Abdominal pain"", ""Diarrhea"", ""Vomiting"", ""Fever"", ""Chills"", ""Muscle aches"", ""Headache"", ""Loss of appetite"", ""Weight loss""]",1,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.16666666666666666,"[""vomiting""]",0.16666666666666666,False,Causal failure
54,2025-12-16T16:02:36.824975,gemma,google/gemma-2b-it,"[""itching"", ""vomiting"", ""fatigue"", ""weight loss"", ""high fever"", ""yellowish skin"", ""dark urine"", ""abdominal pain""]",jaundice,541,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is sepsis.,most likely medical diagnosis for these symptoms is sepsis,0.0,"What are the common symptoms of most likely medical diagnosis for these symptoms is sepsis?

List the symptoms as a comma-separated list.","**Disclaimer:** I am not a medical professional and cannot provide medical advice. If you have any medical concerns, please consult a healthcare professional.

**Common symptoms of most likely medical diagnosis for these symptoms are:**

- Fever
- Chills
- Sweating
- Muscle aches
- Headache
- Nausea and vomiting
- Abdominal pain
- Loss of consciousness","[""Fever"", ""Chills"", ""Sweating"", ""Muscle aches"", ""Headache"", ""Nausea and vomiting"", ""Abdominal pain"", ""Loss of consciousness""]",1,0.125,0.125,0.125,0.125,"[""abdominal pain""]",0.125,False,Unstable reasoning
55,2025-12-16T16:02:39.937871,gemma,google/gemma-2b-it,"[""headache past days"", "" feels like sharp pain temples"", "" chest pain dizziness"", """"]",hypertension,500,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: headache past days, feels like sharp pain temples, chest pain dizziness

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is a brain aneurysm.,most likely medical diagnosis for these symptoms is a brain aneurysm,0.0,"What are the common symptoms of most likely medical diagnosis for these symptoms is a brain aneurysm?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of most likely medical diagnosis for these symptoms is a brain aneurysm:

- Sudden, severe headache
- Nausea and vomiting
- Seizures
- Weakness or numbness in the face, arms, or legs
- Difficulty speaking or understanding speech
- Vision problems
- Dizziness or loss of balance
- Seizures
- Weakness or numbness in the face, arms, or legs","[""Sudden"", ""Nausea and vomiting"", ""Seizures"", ""Weakness or numbness in the face"", ""Difficulty speaking or understanding speech"", ""Vision problems"", ""Dizziness or loss of balance"", ""Seizures"", ""Weakness or numbness in the face""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
57,2025-12-16T16:02:43.852596,gemma,google/gemma-2b-it,"[""signs symptoms gastroparesis include:  vomiting nausea abdominal bloating abdominal pain feeling fullness eating just bites vomiting undigested food eaten hours earlier acid reflux changes blood sugar levels lack appetite weight loss malnutrition  people gastroparesis don't noticeable signs symptoms"", """"]",gastroparesis,405,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: signs symptoms gastroparesis include:  vomiting nausea abdominal bloating abdominal pain feeling fullness eating just bites vomiting undigested food eaten hours earlier acid reflux changes blood sugar levels lack appetite weight loss malnutrition  people gastroparesis don't noticeable signs symptoms

Provide only the diagnosis name.",Gastroparesis,Gastroparesis,1.0,"What are the common symptoms of Gastroparesis?

List the symptoms as a comma-separated list.","Gastroparesis is a condition that affects the stomach and delays the emptying of the stomach. This can lead to a number of symptoms, including:

- Abdominal pain
- Bloating
- Feeling full after eating only a little
- Nausea
- Vomiting
- Weight loss
- Fatigue
- Weakness
- Dizziness
- Lightheadedness
- Seizures

Gastroparesis is a serious condition that can lead to malnutrition and dehydration if not treated.","[""Abdominal pain"", ""Bloating"", ""Feeling full after eating only a little"", ""Nausea"", ""Vomiting"", ""Weight loss"", ""Fatigue"", ""Weakness"", ""Dizziness"", ""Lightheadedness"", ""Seizures""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Causal failure
58,2025-12-16T16:02:47.195911,gemma,google/gemma-2b-it,"[""chills"", ""vomiting"", ""fatigue"", ""high fever"", ""headache"", ""nausea"", ""constipation"", ""abdominal pain"", ""diarrhoea"", ""toxic look (typhos)"", ""belly pain""]",typhoid,1026,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is **COVID-19** (coronavirus disease 2019).,COVID,0.0,"What are the common symptoms of COVID?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of COVID:

- Fever
- Cough
- Shortness of breath
- Fatigue
- Muscle aches
- Headache
- Sore throat
- Loss of taste or smell
- Diarrhea
- Nausea and vomiting
- Loss of appetite
- Chills and sweats","[""Fever"", ""Cough"", ""Shortness of breath"", ""Fatigue"", ""Muscle aches"", ""Headache"", ""Sore throat"", ""Loss of taste or smell"", ""Diarrhea"", ""Nausea and vomiting"", ""Loss of appetite"", ""Chills and sweats""]",2,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.17391304347826086,"[""fatigue"", ""headache""]",0.17391304347826086,False,Unstable reasoning
59,2025-12-16T16:02:50.175267,gemma,google/gemma-2b-it,"[""people peripheral artery disease mild symptoms"", "" people leg pain walking (claudication)"", "" claudication symptoms include muscle pain cramping legs arms begins exercise ends rest"", "" pain commonly felt calf"", "" pain ranges mild severe"", "" severe leg pain may hard walk types physical activity"", "" peripheral artery disease symptoms may include:  coldness lower leg foot"", "" especially compared side leg numbness weakness pulse weak pulse legs feet painful cramping hips"", "" thighs calf muscles activities"", "" walking climbing stairs shiny skin legs skin color changes legs slower growth toenails sores toes"", "" feet legs won't heal pain using arms"", "" aching cramping knitting"", "" writing manual tasks erectile dysfunction hair loss slower hair growth legs  peripheral artery disease worse"", "" pain may occur rest lying down"", "" pain may interrupt sleep"", "" hanging legs edge bed walking may temporarily relieve pain"", """"]",peripheral artery disease,741,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: people peripheral artery disease mild symptoms, people leg pain walking (claudication), claudication symptoms include muscle pain cramping legs arms begins exercise ends rest, pain commonly felt calf, pain ranges mild severe, severe leg pain may hard walk types physical activity, peripheral artery disease symptoms may include:  coldness lower leg foot, especially compared side leg numbness weakness pulse weak pulse legs feet painful cramping hips, thighs calf muscles activities, walking climbing stairs shiny skin legs skin color changes legs slower growth toenails sores toes, feet legs won't heal pain using arms, aching cramping knitting, writing manual tasks erectile dysfunction hair loss slower hair growth legs  peripheral artery disease worse, pain may occur rest lying down, pain may interrupt sleep, hanging legs edge bed walking may temporarily relieve pain

Provide only the diagnosis name.",The most likely medical diagnosis for this patient is Peripheral artery disease.,most likely medical diagnosis for this patient is Peripheral artery disease,1.0,"What are the common symptoms of most likely medical diagnosis for this patient is Peripheral artery disease?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for this patient is:

- Persistent pain in the legs
- Swelling in the legs
- Weakness in the legs
- Difficulty walking
- Numbness or tingling in the legs
- Difficulty exercising the legs","[""Persistent pain in the legs"", ""Swelling in the legs"", ""Weakness in the legs"", ""Difficulty walking"", ""Numbness or tingling in the legs"", ""Difficulty exercising the legs""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Causal failure
60,2025-12-16T16:02:53.263701,gemma,google/gemma-2b-it,"[""continuous sneezing"", ""shivering"", ""watering from eyes""]",allergy,35,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: continuous sneezing, shivering, watering from eyes

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is influenza.,most likely medical diagnosis for the patient with these symptoms is influenza,0.0,"What are the common symptoms of most likely medical diagnosis for the patient with these symptoms is influenza?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for the patient with these symptoms is influenza include:

- Fever
- Sore throat
- Cough
- Body aches
- Headache
- Muscle aches
- Fatigue
- Sneezing
- Nasal congestion
- Runny nose
- Sore eyes
- Loss of appetite","[""Fever"", ""Sore throat"", ""Cough"", ""Body aches"", ""Headache"", ""Muscle aches"", ""Fatigue"", ""Sneezing"", ""Nasal congestion"", ""Runny nose"", ""Sore eyes"", ""Loss of appetite""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
62,2025-12-16T16:02:56.635270,gemma,google/gemma-2b-it,"[""sign low sperm count inability conceive child"", "" obvious signs symptoms"", "" men"", "" underlying problem inherited chromosomal abnormality"", "" hormonal imbalance"", "" dilated testicular veins condition blocks passage sperm may cause signs symptoms"", "" low sperm count symptoms include:  problems sexual function \u2014 example"", "" low sex drive difficulty maintaining erection (erectile dysfunction) pain"", "" swelling lump testicle area decreased facial body hair signs chromosome hormone abnormality ""]",low sperm count,588,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: sign low sperm count inability conceive child, obvious signs symptoms, men, underlying problem inherited chromosomal abnormality, hormonal imbalance, dilated testicular veins condition blocks passage sperm may cause signs symptoms, low sperm count symptoms include:  problems sexual function — example, low sex drive difficulty maintaining erection (erectile dysfunction) pain, swelling lump testicle area decreased facial body hair signs chromosome hormone abnormality

Provide only the diagnosis name.",The most likely medical diagnosis for this patient is chromosomal abnormality.,most likely medical diagnosis for this patient is chromosomal abnormality,0.0,"What are the common symptoms of most likely medical diagnosis for this patient is chromosomal abnormality?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for this patient are:

- Developmental delays
- Intellectual disability
- Behavioral problems
- Speech difficulties
- Seizures
- Physical abnormalities
- Congenital heart defects","[""Developmental delays"", ""Intellectual disability"", ""Behavioral problems"", ""Speech difficulties"", ""Seizures"", ""Physical abnormalities"", ""Congenital heart defects""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
63,2025-12-16T16:02:59.303412,gemma,google/gemma-2b-it,"[""muscle wasting"", ""patches in throat"", ""high fever"", ""extra marital contacts""]",aids,27,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: muscle wasting, patches in throat, high fever, extra marital contacts

Provide only the diagnosis name.",The most likely medical diagnosis for this patient is COVID-19.,most likely medical diagnosis for this patient is COVID-19,0.0,"What are the common symptoms of most likely medical diagnosis for this patient is COVID-19?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for this patient is:

- Fever
- Cough
- Shortness of breath
- Fatigue
- Muscle and joint pain
- Chills
- Body aches
- Sore throat
- Loss of taste or smell","[""Fever"", ""Cough"", ""Shortness of breath"", ""Fatigue"", ""Muscle and joint pain"", ""Chills"", ""Body aches"", ""Sore throat"", ""Loss of taste or smell""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
64,2025-12-16T16:03:01.935716,gemma,google/gemma-2b-it,"[""fatigue"", ""cough"", ""high fever"", ""breathlessness"", ""family history"", ""mucoid sputum""]",bronchial asthma,149,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: fatigue, cough, high fever, breathlessness, family history, mucoid sputum

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is pneumonia.,most likely medical diagnosis for the patient with these symptoms is pneumonia,0.0,"What are the common symptoms of most likely medical diagnosis for the patient with these symptoms is pneumonia?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for the patient with these symptoms is pneumonia.

Symptoms include:

- Cough
- Chest pain
- Shortness of breath
- Fever
- Chills
- Muscle aches
- Sputum production","[""Cough"", ""Chest pain"", ""Shortness of breath"", ""Fever"", ""Chills"", ""Muscle aches"", ""Sputum production""]",1,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.15384615384615383,"[""cough""]",0.15384615384615383,False,Unstable reasoning
65,2025-12-16T16:03:04.994757,gemma,google/gemma-2b-it,"[""fatigue"", ""mood swings"", ""weight loss"", ""restlessness"", ""sweating"", ""diarrhoea"", ""fast heart rate"", ""excessive hunger"", ""muscle weakness"", ""irritability"", ""abnormal menstruation""]",hyperthyroidism,502,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation

Provide only the diagnosis name.",The most likely medical diagnosis for this patient is **polycystic ovary syndrome (PCOS)**.,polycystic ovary syndrome,0.0,"What are the common symptoms of polycystic ovary syndrome?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of polycystic ovary syndrome:

- Irregular menstrual cycles
- Excess facial and body hair
- Acne
- Weight gain
- Infertility
- High blood pressure
- High cholesterol
- Diabetes
- Increased risk of certain cancers","[""Irregular menstrual cycles"", ""Excess facial and body hair"", ""Acne"", ""Weight gain"", ""Infertility"", ""High blood pressure"", ""High cholesterol"", ""Diabetes"", ""Increased risk of certain cancers""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
66,2025-12-16T16:03:07.918910,gemma,google/gemma-2b-it,"[""i've feeling sick past days"", "" i've high fever"", "" chills"", "" intense itching"", "" i've vomiting sweating lot"", "" headache muscles sore"", """"]",malaria,596,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: i've feeling sick past days, i've high fever, chills, intense itching, i've vomiting sweating lot, headache muscles sore

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is influenza.,most likely medical diagnosis for these symptoms is influenza,0.0,"What are the common symptoms of most likely medical diagnosis for these symptoms is influenza?

List the symptoms as a comma-separated list.","**Disclaimer:** I am not a medical professional and cannot provide medical advice. If you have any concerns about your health, please consult a healthcare professional.

Common symptoms of most likely medical diagnosis for these symptoms are:

- Fever
- Sore throat
- Cough
- Body aches
- Fatigue
- Headache
- Muscle aches
- Sneezing","[""Fever"", ""Sore throat"", ""Cough"", ""Body aches"", ""Fatigue"", ""Headache"", ""Muscle aches"", ""Sneezing""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
67,2025-12-16T16:03:10.721444,gemma,google/gemma-2b-it,"[""itching"", ""vomiting"", ""yellowish skin"", ""nausea"", ""loss of appetite"", ""abdominal pain"", ""yellowing of eyes""]",chronic cholestasis,207,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes

Provide only the diagnosis name.",The most likely medical diagnosis for these symptoms is Hepatitis A.,most likely medical diagnosis for these symptoms is Hepatitis A,0.0,"What are the common symptoms of most likely medical diagnosis for these symptoms is Hepatitis A?

List the symptoms as a comma-separated list.","Sure, here's the information you requested:

The common symptoms of most likely medical diagnosis for these symptoms is Hepatitis A.

Symptoms include:

- Fatigue
- Nausea
- Vomiting
- Abdominal pain
- Loss of appetite
- Joint pain
- Headache
- Muscle aches
- Fever
- Chills
- Loss of consciousness","[""Fatigue"", ""Nausea"", ""Vomiting"", ""Abdominal pain"", ""Loss of appetite"", ""Joint pain"", ""Headache"", ""Muscle aches"", ""Fever"", ""Chills"", ""Loss of consciousness""]",4,0.5714285714285714,0.36363636363636365,0.5714285714285714,0.4444444444444444,"[""vomiting"", ""nausea"", ""loss of appetite"", ""abdominal pain""]",0.4444444444444444,True,Still causally consistent
68,2025-12-16T16:03:13.278411,gemma,google/gemma-2b-it,"[""skin itchy"", "" breaks rash"", "" weird areas skin color rest me"", "" little bumps look like nodules"", """"]",fungal infection,394,"What is the most likely medical diagnosis for a patient with these symptoms?

Symptoms: skin itchy, breaks rash, weird areas skin color rest me, little bumps look like nodules

Provide only the diagnosis name.",The most likely medical diagnosis for the patient with these symptoms is skin cancer.,most likely medical diagnosis for the patient with these symptoms is skin cancer,0.0,"What are the common symptoms of most likely medical diagnosis for the patient with these symptoms is skin cancer?

List the symptoms as a comma-separated list.","Sure, here are the common symptoms of most likely medical diagnosis for the patient with these symptoms is skin cancer:

- Redness
- Sores
- Blisters
- Thickened skin
- Changes in the shape or size of the skin
- Pain
- Swelling
- Weight loss","[""Redness"", ""Sores"", ""Blisters"", ""Thickened skin"", ""Changes in the shape or size of the skin"", ""Pain"", ""Swelling"", ""Weight loss""]",0,0.0,0.0,0.0,0.0,[],0.0,False,Unstable reasoning
